"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"SocialDynamics.nlogo"
"Wet weather group runners vs solo runners and no spectators (21km)"
"04/30/2024 22:39:50:309 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","total-runners-in-group","avg-group-runners-finish-time","avg-group-runners-speed","total-socially-suspectible-runners-in-group","socially-suspectible-group-runners-avg-finish-time","socially-suspectible-group-runners-avg-speed","non-socially-suspectible-group-runners-avg-finish-time","non-socially-suspectible-group-runners-avg-speed","total-solo-runners","avg-solo-runner-finish-time","avg-solo-runner-speed","total-solo-socially-suspectible-runners","socially-suspectible-solo-runners-avg-finish-time","socially-suspectible-solo-runners-avg-speed","non-socially-suspectible-solo-runners-avg-finish-time","non-social-suspectible-solo-runners-avg-speed"
"35","50","21","20","0","wet","12106","5","160.22","8.34","5","160.22","8.34","0","0","15","158.91","8.61","4","164.83","8.6875","156.75","8.578181818181816"
"39","50","21","20","0","wet","11106","5","165.16","8.34","2","165.17","8.34","165.16","8.339999999999998","15","154.17","8.01","7","154.02","7.881428571428572","154.31","8.12375"
"34","50","21","20","0","wet","12882","2","151.21","8.19","1","151.2","8.19","151.22","8.19","18","152.82","8.35","11","158.85","8.495454545454546","143.36","8.12"
"37","50","21","20","0","wet","12218","7","175.37","9.11","3","175.33","9.106666666666666","175.39","9.1175","13","167.29","8.85","9","181.05","9.442222222222222","136.32","7.53"
"38","50","21","20","0","wet","13031","5","151.17","8.28","2","151.16","8.27","151.18","8.286666666666667","15","160.9","8.77","7","157.73","8.517142857142856","163.67","8.99375"
"40","50","21","20","0","wet","12652","1","173.33","9.1","0","0","0","173.33","9.1","19","170.71","9.19","12","170.39","9.108333333333333","171.25","9.332857142857144"
"41","50","21","20","0","wet","13031","6","152.29","8.16","4","152.28","8.16","152.32","8.165","14","162.58","8.91","9","162.31","8.745555555555557","163.06","9.196"
"42","50","21","20","0","wet","11300","6","160.25","8.19","6","160.25","8.190000000000001","0","0","14","161.06","8.37","9","160.36","8.224444444444446","162.32","8.642"
"43","50","21","20","0","wet","11965","7","171.12","9.04","5","171.12","9.04","171.13","9.045","13","157.05","8.46","8","162.59","8.5825","148.2","8.252"
"46","50","21","20","0","wet","11012","2","144.82","7.32","1","144.82","7.31","144.82","7.320000000000001","18","147.13","7.61","8","152.83","7.763750000000001","142.57","7.482999999999999"
"48","50","21","20","0","wet","11218","3","168.62","8.49","0","0","0","168.62","8.49","17","154.73","7.97","10","157.02","7.995999999999999","151.47","7.9399999999999995"
"50","50","21","20","0","wet","10701","2","157.6","8.03","1","157.6","8.03","157.6","8.03","18","154.92","8.05","10","156.59","8.097","152.83","7.98625"
"45","50","21","20","0","wet","12598","6","150.74","8.16","4","150.74","8.16","150.75","8.16","14","164.84","8.93","9","156.35","8.436666666666666","180.12","9.806"
"44","50","21","20","0","wet","13031","3","152.03","8.26","1","152","8.26","152.05","8.264999999999999","17","163.41","9","8","160.24","8.73125","166.23","9.23777777777778"
"47","50","21","20","0","wet","12491","5","171.59","9.23","2","171.58","9.22","171.6","9.23","15","165.56","8.96","7","162.94","8.774285714285714","167.86","9.13"
"49","50","21","20","0","wet","12882","4","157.39","8.45","2","157.33","8.44","157.44","8.455","16","164.68","9.03","7","165.78","8.862857142857141","163.82","9.155555555555557"
"52","50","21","20","0","wet","12444","6","171.71","9.18","3","171.7","9.173333333333334","171.73","9.19","14","160.33","8.7","7","168.56","9.050000000000002","152.1","8.345714285714285"
"51","50","21","20","0","wet","13031","6","172.87","9.03","3","172.85","9.02","172.89","9.033333333333331","14","167.41","9.17","5","173.32","9.283999999999999","164.13","9.103333333333333"
"53","50","21","20","0","wet","12709","4","173.32","9.03","3","173.32","9.03","173.32","9.04","16","168.92","8.99","12","170.43","8.989166666666668","164.39","8.99"
"54","50","21","20","0","wet","11998","5","158.16","8.26","2","158.15","8.25","158.17","8.26","15","165.58","8.79","4","155.81","8.192499999999999","169.13","9.001818181818182"
"55","50","21","20","0","wet","12283","4","158.56","8.34","2","158.55","8.335","158.57","8.34","16","161.09","8.58","10","153.3","8.065000000000001","174.06","9.431666666666667"
"59","50","21","20","0","wet","10484","4","166.77","8.3","1","166.77","8.29","166.77","8.3","16","155.05","7.94","9","150.06","7.65","161.48","8.301428571428572"
"57","50","21","20","0","wet","13031","3","161.58","9.05","0","0","0","161.58","9.053333333333333","17","159.21","8.81","10","154.14","8.395","166.44","9.40857142857143"
"56","50","21","20","0","wet","11494","1","162.77","8.38","0","0","0","162.77","8.38","19","162.55","8.47","11","162.36","8.42181818181818","162.83","8.53875"
"58","50","21","20","0","wet","12477","7","152.29","8.33","4","152.28","8.39","152.31","8.260000000000002","13","154.9","8.29","9","149.78","8.030000000000001","166.4","8.885"
"60","50","21","20","0","wet","12137","1","160.98","8.46","0","0","0","160.98","8.46","19","161.92","8.66","8","159.74","8.36625","163.51","8.866363636363637"
"62","50","21","20","0","wet","12152","3","152.28","8.36","2","152.27","8.36","152.3","8.36","17","157.73","8.59","8","155.14","8.37375","160.03","8.784444444444444"
"61","50","21","20","0","wet","12051","9","149.98","7.52","4","149.98","7.51","149.97","7.519999999999999","11","157.39","8.46","5","145.65","7.645999999999999","167.17","9.131666666666666"
"63","50","21","20","0","wet","12882","7","152.11","8.34","2","152.1","8.39","152.12","8.32","13","160.75","8.79","6","157.24","8.41","163.77","9.124285714285715"
"64","50","21","20","0","wet","11846","7","153.13","8.04","4","153.12","8.04","153.14","8.04","13","159.03","8.47","5","155.23","8.208","161.41","8.636249999999999"
"67","50","21","20","0","wet","11055","6","171.44","8.54","2","171.42","8.53","171.45","8.55","14","158.08","8.2","6","155.99","7.944999999999999","159.65","8.3975"
"65","50","21","20","0","wet","12497","4","154.45","8.22","2","154.42","8.21","154.48","8.23","16","149.74","8.08","10","146.4","7.884000000000001","155.31","8.396666666666667"
"66","50","21","20","0","wet","12882","4","156.9","8.41","4","156.9","8.41","0","0","16","168.25","9.11","8","172.3","9.22625","164.19","8.99625"
