"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"SocialDynamics.nlogo"
"Wet weather group runners vs solo runners and spectators (5km)"
"04/28/2024 19:31:38:011 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","total-runners-in-group","avg-group-runners-finish-time","avg-group-runners-speed","total-socially-suspectible-runners-in-group","socially-suspectible-group-runners-avg-finish-time","socially-suspectible-group-runners-avg-speed","non-socially-suspectible-group-runners-avg-finish-time","non-socially-suspectible-group-runners-avg-speed","total-solo-runners","avg-solo-runner-finish-time","avg-solo-runner-speed","total-solo-socially-suspectible-runners","socially-suspectible-solo-runners-avg-finish-time","socially-suspectible-solo-runners-avg-speed","non-socially-suspectible-solo-runners-avg-finish-time","non-social-suspectible-solo-runners-avg-speed"
"6","50","5","20","50","wet","2474","8","40.98","8.4","4","40.98","8.4","40.98","8.4025","12","36.3","7.57","3","37.78","7.723333333333332","35.81","7.524444444444445"
"13","50","5","20","50","wet","2602","9","38.8","8.3","5","38.8","8.294","38.81","8.307500000000001","11","35.23","7.28","5","33.18","6.763999999999999","36.93","7.711666666666667"
"11","50","5","20","50","wet","2767","9","35.92","7.45","4","35.92","7.45","35.92","7.45","11","35.72","7.46","7","36.79","7.692857142857144","33.86","7.0649999999999995"
"5","50","5","20","50","wet","2744","9","38.29","8.29","5","38.28","8.29","38.29","8.29","11","38.17","7.99","4","38.8","7.955","37.8","8.017142857142856"
"1","50","5","20","50","wet","2778","10","38.35","8.33","5","38.35","8.33","38.35","8.331999999999999","10","35.43","7.35","3","40.65","8.486666666666666","33.19","6.859999999999999"
"8","50","5","20","50","wet","2810","10","37.59","8.22","3","37.58","8.22","37.59","8.222857142857144","10","36.58","7.57","4","39.67","8.095","34.52","7.218333333333333"
"10","50","5","20","50","wet","2802","8","38.1","8.3","2","38.1","8.3","38.1","8.301666666666668","12","38.13","7.99","7","38.56","7.937142857142858","37.52","8.074"
"9","50","5","20","50","wet","2879","7","36.47","8.11","3","36.47","8.11","36.48","8.112499999999999","13","37.23","7.98","8","35.63","7.616249999999999","39.79","8.568000000000001"
"3","50","5","20","50","wet","2865","10","37.49","8.27","4","37.48","8.27","37.49","8.271666666666667","10","39.26","8.14","5","40.88","8.427999999999999","37.63","7.848"
"4","50","5","20","50","wet","2935","8","38.98","8.05","3","38.98","8.05","38.98","8.052000000000001","12","39.72","8.34","5","37.53","7.686000000000001","41.29","8.811428571428571"
"7","50","5","20","50","wet","3010","7","38.42","8.03","6","38.42","8.03","38.42","8.03","13","39.95","8.67","6","41.49","8.754999999999999","38.62","8.592857142857143"
"12","50","5","20","50","wet","3034","9","36.96","8.25","5","36.96","8.25","36.97","8.2525","11","38.01","8.15","1","40.25","8.03","37.78","8.167000000000002"
"14","50","5","20","50","wet","3032","8","33.2","7.37","4","33.2","7.37","33.2","7.37","12","37.45","7.97","4","34.91","7.335","38.72","8.286249999999999"
"15","50","5","20","50","wet","2474","7","37.13","8.08","6","37.13","8.08","37.13","8.08","13","37.16","7.72","7","36.9","7.741428571428573","37.46","7.701666666666666"
"16","50","5","20","50","wet","2621","7","35.85","7.48","0","0","0","35.85","7.482857142857143","13","34.92","7.27","7","33.39","6.935714285714286","36.7","7.65"
"19","50","5","20","50","wet","2466","7","36.47","7.57","4","36.47","7.5675","36.47","7.570000000000001","13","36.73","7.65","9","36.46","7.571111111111111","37.34","7.825"
"23","50","5","20","50","wet","2464","8","40.03","8.37","4","40.03","8.37","40.03","8.37","12","37.94","7.75","9","37.7","7.723333333333334","38.68","7.823333333333334"
"22","50","5","20","50","wet","2516","6","36.78","8.06","3","36.78","8.06","36.78","8.06","14","36.28","7.6","9","34.95","7.174444444444444","38.67","8.376000000000001"
"20","50","5","20","50","wet","2579","7","36.13","7.19","5","36.13","7.1899999999999995","36.13","7.2","13","37.93","7.86","6","37.53","7.715000000000001","38.28","7.977142857142856"
"2","50","5","20","50","wet","2948","10","36.42","8.1","6","36.42","8.091666666666667","36.42","8.1","10","37.24","7.79","5","41.31","8.495999999999999","33.17","7.092"
