"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"SocialDynamics.nlogo"
"Dry weather group runners vs solo runners and no spectators (5km)"
"04/27/2024 22:05:28:380 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","(mean) total-runners-in-group","(std) total-runners-in-group","(mean) avg-group-runners-finish-time","(std) avg-group-runners-finish-time","(mean) avg-group-runners-speed","(std) avg-group-runners-speed","(mean) total-socially-suspectible-runners-in-group","(std) total-socially-suspectible-runners-in-group","(mean) socially-suspectible-group-runners-avg-finish-time","(std) socially-suspectible-group-runners-avg-finish-time","(mean) socially-suspectible-group-runners-avg-speed","(std) socially-suspectible-group-runners-avg-speed","(mean) non-socially-suspectible-group-runners-avg-finish-time","(std) non-socially-suspectible-group-runners-avg-finish-time","(mean) non-socially-suspectible-group-runners-avg-speed","(std) non-socially-suspectible-group-runners-avg-speed","(mean) total-solo-runners","(std) total-solo-runners","(mean) avg-solo-runner-finish-time","(std) avg-solo-runner-finish-time","(mean) avg-solo-runner-speed","(std) avg-solo-runner-speed","(mean) total-solo-socially-suspectible-runners","(std) total-solo-socially-suspectible-runners","(mean) socially-suspectible-solo-runners-avg-finish-time","(std) socially-suspectible-solo-runners-avg-finish-time","(mean) socially-suspectible-solo-runners-avg-speed","(std) socially-suspectible-solo-runners-avg-speed","(mean) non-socially-suspectible-solo-runners-avg-finish-time","(std) non-socially-suspectible-solo-runners-avg-finish-time","(mean) non-social-suspectible-solo-runners-avg-speed","(std) non-social-suspectible-solo-runners-avg-speed"
"50","5","20","0","dry","2456","7","N/A","31.08","N/A","6.14","N/A","4","N/A","31.08","N/A","6.14","N/A","31.08","N/A","6.139999999999999","N/A","13","N/A","31.54","N/A","6.33","N/A","7","N/A","32.45","N/A","6.568571428571429","N/A","30.47","N/A","6.041666666666667","N/A"
"50","5","20","0","dry","2457","8","N/A","32.03","N/A","6.56","N/A","3","N/A","32.03","N/A","6.560000000000001","N/A","32.03","N/A","6.5600000000000005","N/A","12","N/A","32.4","N/A","6.61","N/A","9","N/A","32.68","N/A","6.738888888888889","N/A","31.55","N/A","6.23","N/A"
"50","5","20","0","dry","2463","9","N/A","31.21","N/A","6.12","N/A","5","N/A","31.21","N/A","6.122000000000001","N/A","31.22","N/A","6.12","N/A","11","N/A","33.51","N/A","6.79","N/A","4","N/A","34.95","N/A","7.075","N/A","32.68","N/A","6.628571428571429","N/A"
"50","5","20","0","dry","2466","10","N/A","30.72","N/A","6.17","N/A","5","N/A","30.72","N/A","6.17","N/A","30.72","N/A","6.17","N/A","10","N/A","34.6","N/A","7.08","N/A","1","N/A","35.67","N/A","7.3","N/A","34.49","N/A","7.06","N/A"
"50","5","20","0","dry","2468","8.5","N/A","34.345","N/A","7.165","N/A","3.5","N/A","34.349999999999994","N/A","7.165","N/A","34.345","N/A","7.165","N/A","11.5","N/A","33.67","N/A","6.95","N/A","5","N/A","33.525","N/A","6.878","N/A","33.805","N/A","7.007976190476191","N/A"
"50","5","20","0","dry","2469","9","N/A","32.205","N/A","6.775","N/A","5.5","N/A","32.205","N/A","6.775","N/A","32.2","N/A","6.77","N/A","11","N/A","32.81","N/A","6.725","N/A","4.5","N/A","32.54","N/A","6.69225","N/A","32.955","N/A","6.7371428571428575","N/A"
"50","5","20","0","dry","2470","8.833333333333334","0.8975274678557508","31.615","0.9735972815628996","6.548333333333333","0.3883905537242406","4.333333333333333","1.1055415967851332","31.615","0.9735972815628996","6.548333333333333","0.38839055372424075","31.613333333333333","0.9752378627231876","6.548333333333333","0.38839055372424036","11.166666666666666","0.8975274678557508","32.73500000000001","1.5235348152678803","6.675","0.290846465797105","5.5","1.707825127659933","33.21833333333334","1.9135779460360525","6.7327142857142865","0.3541005607240184","32.12833333333333","2.3470649519961913","6.5914629629629635","0.473210818854486"
"50","5","20","0","dry","2471","10","N/A","30.88","N/A","6.16","N/A","6","N/A","30.88","N/A","6.159999999999999","N/A","30.88","N/A","6.16","N/A","10","N/A","33.52","N/A","6.76","N/A","5","N/A","31.9","N/A","6.396000000000001","N/A","35.13","N/A","7.1160000000000005","N/A"
"50","5","20","0","dry","2476","9","N/A","31.78","N/A","6.51","N/A","3","N/A","31.78","N/A","6.51","N/A","31.78","N/A","6.51","N/A","11","N/A","31.79","N/A","6.55","N/A","5","N/A","33.15","N/A","6.7860000000000005","N/A","30.66","N/A","6.348333333333332","N/A"
"50","5","20","0","dry","2495","8","N/A","33.74","N/A","7.14","N/A","2","N/A","33.74","N/A","7.14","N/A","33.73","N/A","7.140000000000001","N/A","12","N/A","33.31","N/A","6.84","N/A","8","N/A","34.06","N/A","6.9712499999999995","N/A","31.81","N/A","6.5875","N/A"
"50","5","20","0","dry","2496","9","N/A","30.65","N/A","6.28","N/A","5","N/A","30.65","N/A","6.28","N/A","30.65","N/A","6.28","N/A","11","N/A","33.89","N/A","6.88","N/A","4","N/A","30.7","N/A","6.220000000000001","N/A","35.71","N/A","7.258571428571428","N/A"
"50","5","20","0","dry","2499","8","N/A","31.37","N/A","6.02","N/A","5","N/A","31.37","N/A","6.02","N/A","31.37","N/A","6.02","N/A","12","N/A","31.82","N/A","6.44","N/A","6","N/A","31.95","N/A","6.516666666666667","N/A","31.69","N/A","6.373333333333334","N/A"
"50","5","20","0","dry","2500","10","N/A","30.87","N/A","6.33","N/A","8","N/A","30.87","N/A","6.330000000000001","N/A","30.87","N/A","6.33","N/A","10","N/A","31.7","N/A","6.54","N/A","5","N/A","30.16","N/A","6.27","N/A","33.24","N/A","6.81","N/A"
"50","5","20","0","dry","2501","9","N/A","31.55","N/A","6.47","N/A","5","N/A","31.55","N/A","6.47","N/A","31.55","N/A","6.47","N/A","11","N/A","32.78","N/A","6.73","N/A","6","N/A","32.29","N/A","6.666666666666667","N/A","33.38","N/A","6.8","N/A"
"50","5","20","0","dry","2503","9","N/A","33.53","N/A","7.13","N/A","5","N/A","33.53","N/A","7.13","N/A","33.53","N/A","7.13","N/A","11","N/A","33.81","N/A","6.91","N/A","5","N/A","36.79","N/A","7.41","N/A","31.33","N/A","6.496666666666666","N/A"
"50","5","20","0","dry","2504","8","N/A","35.53","N/A","7.27","N/A","4","N/A","35.53","N/A","7.27","N/A","35.53","N/A","7.27","N/A","12","N/A","33.86","N/A","7","N/A","7","N/A","32.65","N/A","6.76","N/A","35.56","N/A","7.345999999999999","N/A"
"50","5","20","0","dry","2510","10","N/A","32.42","N/A","7.05","N/A","5","N/A","32.42","N/A","7.05","N/A","32.42","N/A","7.05","N/A","10","N/A","32.73","N/A","6.57","N/A","3","N/A","29.71","N/A","6.106666666666667","N/A","34.02","N/A","6.762857142857143","N/A"
"50","5","20","0","dry","2525","9","N/A","35.59","N/A","7.27","N/A","2","N/A","35.59","N/A","7.275","N/A","35.58","N/A","7.269999999999999","N/A","11","N/A","34.53","N/A","7.17","N/A","6","N/A","34.57","N/A","7.235000000000001","N/A","34.47","N/A","7.086","N/A"
"50","5","20","0","dry","2530","8.375","1.2849286620924396","32.90875","2.0518757932275857","6.719583333333332","0.4040676425083086","3.875","1.423390904378227","32.909166666666664","2.0525754486065115","6.720104166666666","0.4043696735652979","32.90833333333333","2.051931339548724","6.719666666666668","0.40416896906560695","11.625","1.2849286620924396","33.3375","0.9853859227057528","6.866666666666666","0.21127917287060943","6.208333333333333","1.8022940628235138","33.32833333333334","1.6692854426037773","6.852234126984126","0.3610776747195263","33.005833333333335","1.643570596462335","6.7772061838624325","0.3758601827412968"
