"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"SocialDynamics.nlogo"
"Dry weather group runners vs solo runners and no spectators (10km)"
"04/27/2024 18:34:02:754 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","(mean) total-runners-in-group","(std) total-runners-in-group","(mean) avg-group-runners-finish-time","(std) avg-group-runners-finish-time","(mean) avg-group-runners-speed","(std) avg-group-runners-speed","(mean) total-socially-suspectible-runners-in-group","(std) total-socially-suspectible-runners-in-group","(mean) socially-suspectible-group-runners-avg-finish-time","(std) socially-suspectible-group-runners-avg-finish-time","(mean) socially-suspectible-group-runners-avg-speed","(std) socially-suspectible-group-runners-avg-speed","(mean) non-socially-suspectible-group-runners-avg-finish-time","(std) non-socially-suspectible-group-runners-avg-finish-time","(mean) non-socially-suspectible-group-runners-avg-speed","(std) non-socially-suspectible-group-runners-avg-speed","(mean) total-solo-runners","(std) total-solo-runners","(mean) avg-solo-runner-finish-time","(std) avg-solo-runner-finish-time","(mean) avg-solo-runner-speed","(std) avg-solo-runner-speed","(mean) total-solo-socially-suspectible-runners","(std) total-solo-socially-suspectible-runners","(mean) socially-suspectible-solo-runners-avg-finish-time","(std) socially-suspectible-solo-runners-avg-finish-time","(mean) socially-suspectible-solo-runners-avg-speed","(std) socially-suspectible-solo-runners-avg-speed","(mean) non-socially-suspectible-solo-runners-avg-finish-time","(std) non-socially-suspectible-solo-runners-avg-finish-time","(mean) non-social-suspectible-solo-runners-avg-speed","(std) non-social-suspectible-solo-runners-avg-speed"
"50","10","20","0","dry","4355","7.5","N/A","68.91","N/A","7.34","N/A","2.5","N/A","68.92","N/A","7.261666666666667","N/A","68.91","N/A","7.385","N/A","12.5","N/A","65.245","N/A","6.925000000000001","N/A","7","N/A","64.97","N/A","6.942083333333333","N/A","64.74","N/A","6.850357142857142","N/A"
"50","10","20","0","dry","4401","7","N/A","70.65","N/A","7.1","N/A","3","N/A","70.65","N/A","7.1","N/A","70.65","N/A","7.1","N/A","13","N/A","65.66","N/A","6.87","N/A","6","N/A","64.13","N/A","6.753333333333333","N/A","66.97","N/A","6.975714285714286","N/A"
"50","10","20","0","dry","4429","8","N/A","67.27","N/A","7.33","N/A","2","N/A","67.28","N/A","7.34","N/A","67.26","N/A","7.328333333333333","N/A","12","N/A","66.74","N/A","7.05","N/A","7","N/A","65.59","N/A","7.034285714285714","N/A","68.35","N/A","7.0600000000000005","N/A"
"50","10","20","0","dry","4438","7","N/A","64.76","N/A","7.18","N/A","5","N/A","64.76","N/A","7.180000000000001","N/A","64.76","N/A","7.1850000000000005","N/A","13","N/A","63.16","N/A","6.85","N/A","7","N/A","61.69","N/A","6.640000000000001","N/A","64.87","N/A","7.098333333333334","N/A"
"50","10","20","0","dry","4481","7","N/A","70.18","N/A","7.07","N/A","4","N/A","70.18","N/A","7.070000000000001","N/A","70.18","N/A","7.076666666666668","N/A","13","N/A","61.89","N/A","6.48","N/A","7","N/A","66.22","N/A","6.828571428571428","N/A","56.85","N/A","6.0683333333333325","N/A"
"50","10","20","0","dry","4507","8","N/A","69.32","N/A","7.08","N/A","4","N/A","69.33","N/A","7.0825000000000005","N/A","69.32","N/A","7.08","N/A","12","N/A","65.72","N/A","6.87","N/A","8","N/A","65.82","N/A","6.798750000000001","N/A","65.54","N/A","7.017499999999999","N/A"
"50","10","20","0","dry","4510","5","N/A","64.99","N/A","7.26","N/A","3","N/A","65.01","N/A","7.263333333333333","N/A","64.96","N/A","7.254999999999999","N/A","15","N/A","65.34","N/A","7.02","N/A","8","N/A","65.96","N/A","7.1425","N/A","64.63","N/A","6.87","N/A"
"50","10","20","0","dry","4515","10","N/A","65.47","N/A","7.26","N/A","7","N/A","65.48","N/A","7.264285714285713","N/A","65.46","N/A","7.26","N/A","10","N/A","64","N/A","6.8","N/A","5","N/A","64.44","N/A","6.832000000000002","N/A","63.55","N/A","6.772","N/A"
"50","10","20","0","dry","4533","7","N/A","62.13","N/A","6.35","N/A","2","N/A","62.13","N/A","6.35","N/A","62.13","N/A","6.35","N/A","13","N/A","63.2","N/A","6.76","N/A","7","N/A","61.85","N/A","6.652857142857142","N/A","64.77","N/A","6.883333333333334","N/A"
"50","10","20","0","dry","4550","8","N/A","63.43","N/A","7.1","N/A","2","N/A","63.43","N/A","7.1","N/A","63.43","N/A","7.1033333333333335","N/A","12","N/A","62.08","N/A","6.67","N/A","2","N/A","68.97","N/A","7.345","N/A","60.7","N/A","6.529","N/A"
"50","10","20","0","dry","4572","7","N/A","65.74","N/A","7.27","N/A","4","N/A","65.74","N/A","7.2725","N/A","65.74","N/A","7.27","N/A","13","N/A","65.47","N/A","7.1","N/A","6","N/A","67.96","N/A","7.403333333333333","N/A","63.34","N/A","6.8428571428571425","N/A"
"50","10","20","0","dry","4629","8","N/A","62.12","N/A","6.35","N/A","3","N/A","62.12","N/A","6.35","N/A","62.12","N/A","6.352","N/A","12","N/A","68.2","N/A","7.28","N/A","5","N/A","71.03","N/A","7.494000000000001","N/A","66.18","N/A","7.1342857142857135","N/A"
"50","10","20","0","dry","4632","8","N/A","61.83","N/A","6.15","N/A","5","N/A","61.83","N/A","6.15","N/A","61.82","N/A","6.15","N/A","12","N/A","64.6","N/A","6.84","N/A","6","N/A","66.57","N/A","7.086666666666667","N/A","62.63","N/A","6.598333333333332","N/A"
"50","10","20","0","dry","4635","9","N/A","71.6","N/A","7.3","N/A","8","N/A","71.6","N/A","7.303749999999999","N/A","71.6","N/A","7.3","N/A","11","N/A","64.91","N/A","6.93","N/A","6","N/A","64.95","N/A","6.944999999999999","N/A","64.86","N/A","6.907999999999999","N/A"
"50","10","20","0","dry","4652","6","N/A","64.72","N/A","7.24","N/A","3","N/A","64.75","N/A","7.25","N/A","64.69","N/A","7.236666666666666","N/A","14","N/A","64.09","N/A","6.85","N/A","6","N/A","66.56","N/A","7.151666666666666","N/A","62.23","N/A","6.62875","N/A"
"50","10","20","0","dry","4653","7","N/A","61.71","N/A","6.57","N/A","3","N/A","61.72","N/A","6.570000000000001","N/A","61.71","N/A","6.5675","N/A","13","N/A","61.07","N/A","6.48","N/A","5","N/A","59.5","N/A","6.324","N/A","62.04","N/A","6.585","N/A"
"50","10","20","0","dry","4668","5","N/A","67.77","N/A","7.01","N/A","2","N/A","67.79","N/A","7.02","N/A","67.75","N/A","7","N/A","15","N/A","63.3","N/A","6.71","N/A","5","N/A","58.7","N/A","6.438000000000001","N/A","65.6","N/A","6.848999999999999","N/A"
"50","10","20","0","dry","4670","10","N/A","61.92","N/A","6.16","N/A","5","N/A","61.9","N/A","6.16","N/A","61.93","N/A","6.152","N/A","10","N/A","68.79","N/A","7.14","N/A","7","N/A","69.44","N/A","7.194285714285714","N/A","67.25","N/A","7.02","N/A"
"50","10","20","0","dry","4671","7","N/A","61.87","N/A","6.57","N/A","2","N/A","61.87","N/A","6.570000000000001","N/A","61.87","N/A","6.570000000000001","N/A","13","N/A","63.28","N/A","6.86","N/A","7","N/A","62.35","N/A","6.677142857142856","N/A","64.38","N/A","7.066666666666666","N/A"
"50","10","20","0","dry","4677","7","N/A","65.01","N/A","7.24","N/A","2","N/A","65.03","N/A","7.24","N/A","65","N/A","7.239999999999999","N/A","13","N/A","62.6","N/A","6.76","N/A","7","N/A","62.23","N/A","6.792857142857142","N/A","63.03","N/A","6.731666666666667","N/A"
"50","10","20","0","dry","4692","6","N/A","61.79","N/A","6.18","N/A","2","N/A","61.78","N/A","6.179999999999999","N/A","61.79","N/A","6.177499999999999","N/A","14","N/A","67.13","N/A","7.01","N/A","7","N/A","67.54","N/A","7.01","N/A","66.73","N/A","7.007142857142857","N/A"
"50","10","20","0","dry","4727","7","N/A","72","N/A","7.33","N/A","2","N/A","72","N/A","7.33","N/A","72","N/A","7.33","N/A","13","N/A","67.31","N/A","7.29","N/A","4","N/A","71.24","N/A","7.780000000000001","N/A","65.57","N/A","7.065555555555556","N/A"
"50","10","20","0","dry","4740","9","N/A","62.13","N/A","6.43","N/A","4","N/A","62.13","N/A","6.429999999999999","N/A","62.13","N/A","6.425999999999999","N/A","11","N/A","64.2","N/A","6.81","N/A","3","N/A","71.31","N/A","7.609999999999999","N/A","61.54","N/A","6.51125","N/A"
"50","10","20","0","dry","4742","6","N/A","72.46","N/A","8.02","N/A","4","N/A","72.46","N/A","8.025","N/A","72.45","N/A","8.02","N/A","14","N/A","65.07","N/A","7.21","N/A","6","N/A","60.31","N/A","6.88","N/A","68.65","N/A","7.465000000000001","N/A"
"50","10","20","0","dry","4748","7","N/A","67.79","N/A","7.04","N/A","3","N/A","67.79","N/A","7.043333333333333","N/A","67.78","N/A","7.04","N/A","13","N/A","63.45","N/A","6.76","N/A","6","N/A","60.56","N/A","6.541666666666667","N/A","65.92","N/A","6.948571428571429","N/A"
"50","10","20","0","dry","4753","8","N/A","62.02","N/A","6.5","N/A","5","N/A","62.02","N/A","6.502","N/A","62.02","N/A","6.5","N/A","12","N/A","61.69","N/A","6.66","N/A","9","N/A","62.59","N/A","6.667777777777777","N/A","58.98","N/A","6.620000000000001","N/A"
"50","10","20","0","dry","4761","9","N/A","61.82","N/A","6.59","N/A","4","N/A","61.83","N/A","6.59","N/A","61.82","N/A","6.59","N/A","11","N/A","67.38","N/A","7.26","N/A","7","N/A","65.4","N/A","7.158571428571427","N/A","70.85","N/A","7.435","N/A"
"50","10","20","0","dry","4781","8","N/A","69.83","N/A","7.13","N/A","3","N/A","69.835","N/A","7.132999999999999","N/A","69.82499999999999","N/A","7.130714285714285","N/A","12","N/A","65.44999999999999","N/A","6.970000000000001","N/A","7","N/A","67.185","N/A","7.179285714285713","N/A","63.03","N/A","6.676","N/A"
"50","10","20","0","dry","4786","9","N/A","64.93","N/A","7.27","N/A","6","N/A","64.94","N/A","7.275","N/A","64.92","N/A","7.27","N/A","11","N/A","64.25","N/A","6.67","N/A","5","N/A","64.21","N/A","6.691999999999999","N/A","64.28","N/A","6.643333333333333","N/A"
"50","10","20","0","dry","4793","3","N/A","62.07","N/A","6.44","N/A","0","N/A","0","N/A","0","N/A","62.07","N/A","6.44","N/A","17","N/A","63.56","N/A","6.71","N/A","6","N/A","57.93","N/A","6.231666666666667","N/A","66.64","N/A","6.975454545454544","N/A"
"50","10","20","0","dry","4810","8","N/A","72.43","N/A","7.59","N/A","4","N/A","72.43","N/A","7.59","N/A","72.43","N/A","7.59","N/A","12","N/A","65.71","N/A","7.16","N/A","5","N/A","69.31","N/A","7.647999999999999","N/A","63.14","N/A","6.804285714285714","N/A"
"50","10","20","0","dry","4812","5","N/A","62.03","N/A","6.52","N/A","4","N/A","62.03","N/A","6.52","N/A","62.03","N/A","6.52","N/A","15","N/A","63.36","N/A","6.83","N/A","7","N/A","62.13","N/A","6.898571428571429","N/A","64.44","N/A","6.76375","N/A"
"50","10","20","0","dry","4821","5","N/A","62.14","N/A","6.43","N/A","2","N/A","62.15","N/A","6.4399999999999995","N/A","62.13","N/A","6.42","N/A","15","N/A","64.16","N/A","6.78","N/A","8","N/A","67.22","N/A","7.19625","N/A","60.66","N/A","6.314285714285714","N/A"
"50","10","20","0","dry","4831","7","N/A","66.69","N/A","7.34","N/A","2","N/A","66.7","N/A","7.2","N/A","66.68","N/A","7.398","N/A","13","N/A","66.65","N/A","7.12","N/A","6","N/A","66.33","N/A","7.13","N/A","66.94","N/A","7.118571428571428","N/A"
"50","10","20","0","dry","4838","9","N/A","65.32","N/A","7.29","N/A","6","N/A","65.32","N/A","7.290000000000001","N/A","65.32","N/A","7.289999999999998","N/A","11","N/A","68.29","N/A","7.3","N/A","5","N/A","64.38","N/A","7.14","N/A","71.55","N/A","7.4383333333333335","N/A"
"50","10","20","0","dry","4891","8","N/A","65.41","N/A","7.34","N/A","5","N/A","65.42","N/A","7.34","N/A","65.4","N/A","7.33","N/A","12","N/A","64.26","N/A","6.94","N/A","6","N/A","64.83","N/A","6.876666666666666","N/A","63.69","N/A","6.995000000000001","N/A"
"50","10","20","0","dry","4903","5","N/A","67.7","N/A","7.05","N/A","2","N/A","67.7","N/A","7.05","N/A","67.7","N/A","7.05","N/A","15","N/A","62.83","N/A","6.59","N/A","8","N/A","64.32","N/A","6.73375","N/A","61.14","N/A","6.421428571428572","N/A"
"50","10","20","0","dry","4911","9","N/A","66.25","N/A","7.35","N/A","3","N/A","66.25","N/A","7.35","N/A","66.25","N/A","7.35","N/A","11","N/A","68.77","N/A","7.38","N/A","6","N/A","70.93","N/A","7.6049999999999995","N/A","66.17","N/A","7.104000000000001","N/A"
"50","10","20","0","dry","4921","8","N/A","66.84","N/A","7.38","N/A","2","N/A","66.88","N/A","7.385000000000001","N/A","66.83","N/A","7.38","N/A","12","N/A","65.81","N/A","6.97","N/A","3","N/A","70.28","N/A","7.453333333333333","N/A","64.32","N/A","6.814444444444445","N/A"
"50","10","20","0","dry","4933","5","N/A","67.47","N/A","7.09","N/A","3","N/A","67.48","N/A","7.093333333333333","N/A","67.46","N/A","7.075","N/A","15","N/A","67.11","N/A","7.09","N/A","8","N/A","63.73","N/A","6.82625","N/A","70.96","N/A","7.401428571428572","N/A"
"50","10","20","0","dry","4936","9","N/A","64.52","N/A","7.23","N/A","2","N/A","64.53","N/A","7.235","N/A","64.52","N/A","7.230000000000001","N/A","11","N/A","66.32","N/A","7.22","N/A","3","N/A","65.66","N/A","7.423333333333332","N/A","66.57","N/A","7.146249999999999","N/A"
"50","10","20","0","dry","4946","9","N/A","63.53","N/A","7.18","N/A","4","N/A","63.53","N/A","7.1825","N/A","63.53","N/A","7.180000000000001","N/A","11","N/A","63.4","N/A","6.95","N/A","4","N/A","67.55","N/A","7.4125","N/A","61.02","N/A","6.688571428571428","N/A"
"50","10","20","0","dry","4950","6","N/A","66.56","N/A","7.39","N/A","1","N/A","66.58","N/A","7.39","N/A","66.56","N/A","7.39","N/A","14","N/A","67.46","N/A","7.33","N/A","8","N/A","65.93","N/A","7.19625","N/A","69.5","N/A","7.498333333333332","N/A"
"50","10","20","0","dry","4958","9","N/A","61.86","N/A","7","N/A","4","N/A","61.86","N/A","7","N/A","61.85","N/A","7","N/A","11","N/A","69.02","N/A","7.32","N/A","4","N/A","68.46","N/A","7.1225000000000005","N/A","69.34","N/A","7.432857142857143","N/A"
"50","10","20","0","dry","4962","9","N/A","62.13","N/A","6.4","N/A","3","N/A","62.14","N/A","6.406666666666667","N/A","62.12","N/A","6.4","N/A","11","N/A","66.2","N/A","7.11","N/A","7","N/A","71.16","N/A","7.628571428571429","N/A","57.53","N/A","6.204999999999999","N/A"
"50","10","20","0","dry","4974","7.5","N/A","65.08","N/A","7.29","N/A","2.5","N/A","65.08500000000001","N/A","7.291666666666666","N/A","65.075","N/A","7.29","N/A","12.5","N/A","61.144999999999996","N/A","6.675","N/A","5","N/A","62.095","N/A","6.736190476190476","N/A","60.445","N/A","6.6338888888888885","N/A"
"50","10","20","0","dry","4983","9","N/A","65.82","N/A","7.34","N/A","4","N/A","65.82","N/A","7.342499999999999","N/A","65.82","N/A","7.34","N/A","11","N/A","63.34","N/A","6.73","N/A","6","N/A","59.24","N/A","6.123333333333332","N/A","68.26","N/A","7.456","N/A"
"50","10","20","0","dry","5015","7","N/A","71.15","N/A","7.25","N/A","1","N/A","71.15","N/A","7.24","N/A","71.14","N/A","7.246666666666667","N/A","13","N/A","65.49","N/A","6.98","N/A","9","N/A","67.14","N/A","7.1066666666666665","N/A","61.79","N/A","6.7025","N/A"
"50","10","20","0","dry","5021","8","N/A","62.02","N/A","6.29","N/A","3","N/A","62.02","N/A","6.289999999999998","N/A","62.02","N/A","6.29","N/A","12","N/A","61.96","N/A","6.84","N/A","7","N/A","57.72","N/A","6.458571428571428","N/A","67.9","N/A","7.3839999999999995","N/A"
"50","10","20","0","dry","5026","7","N/A","66.86","N/A","7.06","N/A","6","N/A","66.86","N/A","7.0616666666666665","N/A","66.85","N/A","7.06","N/A","13","N/A","64.64","N/A","6.95","N/A","4","N/A","59.32","N/A","6.477500000000001","N/A","67.01","N/A","7.166666666666668","N/A"
"50","10","20","0","dry","5029","5","N/A","63.27","N/A","7.2","N/A","1","N/A","63.27","N/A","7.2","N/A","63.27","N/A","7.2","N/A","15","N/A","69.89","N/A","7.64","N/A","8","N/A","64.1","N/A","7.15125","N/A","76.51","N/A","8.205714285714285","N/A"
"50","10","20","0","dry","5037","9","N/A","62.92","N/A","7.14","N/A","2","N/A","62.93","N/A","7.145","N/A","62.92","N/A","7.141428571428572","N/A","11","N/A","69.08","N/A","7.42","N/A","6","N/A","64.15","N/A","7.023333333333334","N/A","75","N/A","7.906000000000001","N/A"
"50","10","20","0","dry","5050","2","N/A","70.18","N/A","7.33","N/A","2","N/A","70.18","N/A","7.325","N/A","0","N/A","0","N/A","18","N/A","69.14","N/A","7.39","N/A","9","N/A","68.76","N/A","7.422222222222222","N/A","69.51","N/A","7.358888888888888","N/A"
"50","10","20","0","dry","5064","8","N/A","62.34","N/A","7.14","N/A","6","N/A","62.34","N/A","7.141666666666667","N/A","62.33","N/A","7.13","N/A","12","N/A","70.16","N/A","7.6","N/A","8","N/A","72.86","N/A","7.98625","N/A","64.77","N/A","6.84","N/A"
"50","10","20","0","dry","5070","7","N/A","65.49","N/A","7.35","N/A","5","N/A","65.5","N/A","7.352","N/A","65.47","N/A","7.345","N/A","13","N/A","65.93","N/A","7.22","N/A","6","N/A","68.41","N/A","7.441666666666666","N/A","63.8","N/A","7.034285714285715","N/A"
"50","10","20","0","dry","5080","5","N/A","65.6","N/A","7.37","N/A","1","N/A","65.62","N/A","7.37","N/A","65.6","N/A","7.3725000000000005","N/A","15","N/A","67.35","N/A","7.37","N/A","9","N/A","69.49","N/A","7.643333333333333","N/A","64.13","N/A","6.951666666666666","N/A"
"50","10","20","0","dry","5112","7","N/A","61.89","N/A","6.55","N/A","2","N/A","61.89","N/A","6.55","N/A","61.88","N/A","6.55","N/A","13","N/A","69.61","N/A","7.57","N/A","5","N/A","70.53","N/A","7.816000000000001","N/A","69.04","N/A","7.41875","N/A"
"50","10","20","0","dry","5160","6","N/A","70.185","N/A","7.65","N/A","4.5","N/A","70.195","N/A","7.654166666666667","N/A","70.16","N/A","7.640000000000001","N/A","14","N/A","66.205","N/A","7.115","N/A","5.5","N/A","64.39","N/A","6.776000000000001","N/A","67.39","N/A","7.332986111111111","N/A"
"50","10","20","0","dry","5164","9","N/A","65.17","N/A","7.32","N/A","3","N/A","65.17","N/A","7.320000000000001","N/A","65.18","N/A","7.325000000000001","N/A","11","N/A","70.52","N/A","7.61","N/A","6","N/A","67.15","N/A","7.418333333333333","N/A","74.56","N/A","7.831999999999999","N/A"
"50","10","20","0","dry","5170","8","N/A","64.65","N/A","7.3","N/A","3","N/A","64.65","N/A","7.31","N/A","64.66","N/A","7.3020000000000005","N/A","12","N/A","68.45","N/A","7.42","N/A","6","N/A","64.19","N/A","6.968333333333333","N/A","72.71","N/A","7.878333333333334","N/A"
"50","10","20","0","dry","5206","7","N/A","69.11","N/A","7.21","N/A","4","N/A","69.12","N/A","7.217500000000001","N/A","69.1","N/A","7.2","N/A","13","N/A","69.83","N/A","7.59","N/A","7","N/A","70.02","N/A","7.682857142857143","N/A","69.6","N/A","7.486666666666666","N/A"
"50","10","20","0","dry","5209","6","N/A","64.52","N/A","7.3","N/A","1","N/A","64.55","N/A","7.31","N/A","64.52","N/A","7.3","N/A","14","N/A","63.17","N/A","6.88","N/A","9","N/A","62.04","N/A","6.634444444444444","N/A","65.21","N/A","7.322","N/A"
"50","10","20","0","dry","5249","8","N/A","62","N/A","6.58","N/A","2","N/A","62","N/A","6.58","N/A","62","N/A","6.58","N/A","12","N/A","65.8","N/A","7.23","N/A","7","N/A","68.19","N/A","7.442857142857142","N/A","62.46","N/A","6.930000000000001","N/A"
"50","10","20","0","dry","5258","9","N/A","64.58","N/A","7.32","N/A","3","N/A","64.59","N/A","7.323333333333334","N/A","64.58","N/A","7.323333333333335","N/A","11","N/A","65.93","N/A","7.18","N/A","5","N/A","60.44","N/A","6.6979999999999995","N/A","70.51","N/A","7.584999999999999","N/A"
"50","10","20","0","dry","5282","7.318181818181818","1.3943510591070878","66.77863636363638","4.08961911479935","7.293181818181819","0.2067142596048151","3.8636363636363638","1.575247586469405","66.78272727272729","4.085691420086113","7.293475108225109","0.20666040915044276","66.77227272727274","4.093015038750531","7.292507575757576","0.20899680702500759","12.681818181818182","1.3943510591070878","67.77863636363637","2.3787588349896507","7.339999999999997","0.25128759329790745","6.2272727272727275","1.505499560152654","66.89136363636364","4.739573528431115","7.257317821067821","0.4484872815244093","68.51045454545454","4.667838196612225","7.406234307359309","0.417886396812494"
