"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"SocialDynamics.nlogo"
"Dry weather group runners vs solo runners and spectators (5km)"
"04/28/2024 11:25:32:961 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","total-runners-in-group","avg-group-runners-finish-time","avg-group-runners-speed","total-socially-suspectible-runners-in-group","socially-suspectible-group-runners-avg-finish-time","socially-suspectible-group-runners-avg-speed","non-socially-suspectible-group-runners-avg-finish-time","non-socially-suspectible-group-runners-avg-speed","total-solo-runners","avg-solo-runner-finish-time","avg-solo-runner-speed","total-solo-socially-suspectible-runners","socially-suspectible-solo-runners-avg-finish-time","socially-suspectible-solo-runners-avg-speed","non-socially-suspectible-solo-runners-avg-finish-time","non-social-suspectible-solo-runners-avg-speed"
"3","50","5","20","50","dry","2152","9","30.92","6.12","3","30.92","6.12","30.92","6.12","11","32.49","6.71","4","33.13","6.959999999999999","32.13","6.569999999999999"
"9","50","5","20","50","dry","2357","10","33.53","7.11","4","33.54","7.11","33.53","7.109999999999999","10","34.13","7.15","8","35.02","7.37375","30.58","6.265"
"4","50","5","20","50","dry","2446","6","30.94","6.34","4","30.94","6.342499999999999","30.93","6.34","14","32.74","6.7","5","32.66","6.7","32.78","6.703333333333334"
"8","50","5","20","50","dry","2466","9","31.38","6.02","4","31.38","6.02","31.38","6.02","11","35.44","7.2","3","34.3","6.98","35.86","7.285"
"7","50","5","20","50","dry","2426","8","31.58","6.46","1","31.58","6.46","31.58","6.459999999999999","12","31.84","6.53","9","32","6.516666666666666","31.37","6.586666666666668"
"10","50","5","20","50","dry","2459","9","31.41","6.09","5","31.41","6.09","31.42","6.09","11","31.32","6.41","3","31.53","6.3966666666666665","31.24","6.41"
"5","50","5","20","50","dry","2530","10","35.62","7.28","3","35.62","7.28","35.62","7.280000000000001","10","33.58","6.92","6","31.73","6.588333333333334","36.36","7.41"
"2","50","5","20","50","dry","2530","10","31.38","6.44","5","31.38","6.44","31.38","6.44","10","28.87","6.04","2","29.3","6.29","28.76","5.9775"
"6","50","5","20","50","dry","2562","10","31.33","6.43","2","31.33","6.429999999999999","31.33","6.429999999999999","10","33.92","7","6","34.67","7.116666666666668","32.79","6.835"
"1","50","5","20","50","dry","2171","8","31.54","6.04","5","31.54","6.04","31.55","6.039999999999998","12","30.7","6.17","8","31.01","6.23625","30.09","6.045"
"14","50","5","20","50","dry","2183","6","32.45","7.02","2","32.45","7.02","32.45","7.015","14","32.27","6.68","5","32.26","6.611999999999999","32.28","6.714444444444444"
"11","50","5","20","50","dry","2464","9","30.36","6.23","7","30.36","6.230000000000001","30.35","6.23","11","33.37","6.83","6","34.34","7.014999999999999","32.19","6.598"
"16","50","5","20","50","dry","2232","5","31.67","6.47","3","31.67","6.473333333333334","31.67","6.47","15","32.61","6.67","9","32.4","6.644444444444446","32.93","6.720000000000001"
"13","50","5","20","50","dry","2332","8","32","6.55","4","32","6.55","32","6.55","12","33.43","6.92","7","32.85","6.792857142857142","34.24","7.1080000000000005"
"15","50","5","20","50","dry","2468","9","31.92","6.54","5","31.92","6.54","31.92","6.54","11","33.85","7.05","6","33.41","7.046666666666667","34.37","7.050000000000002"
"17","50","5","20","50","dry","2415","8","31.08","6.37","4","31.08","6.37","31.08","6.37","12","34.05","6.99","6","33.26","6.898333333333334","34.83","7.083333333333333"
"12","50","5","20","50","dry","2454","10","31.07","6.14","7","31.07","6.140000000000001","31.07","6.139999999999999","10","32.5","6.64","6","34.95","7.060000000000001","28.81","6.010000000000001"
"18","50","5","20","50","dry","2508","8","32.43","7.04","5","32.43","7.04","32.43","7.039999999999998","12","35.35","7.4","5","34.95","7.29","35.64","7.4714285714285715"
"19","50","5","20","50","dry","2463","10","30.87","6.32","4","30.87","6.322500000000001","30.87","6.321666666666667","10","34.17","6.97","4","35.15","7.2975","33.52","6.753333333333333"
"20","50","5","20","50","dry","2315","9","30.9","6.14","4","30.9","6.14","30.9","6.14","11","33.82","6.97","7","34.05","7.059999999999999","33.4","6.825"
"24","50","5","20","50","dry","2216","9","30.83","6.29","5","30.83","6.29","30.83","6.29","11","31.56","6.52","3","27.88","5.866666666666666","32.94","6.766249999999999"
"21","50","5","20","50","dry","2553","8","31.28","6.12","4","31.28","6.12","31.28","6.12","12","31.15","6.35","2","32.06","6.809999999999999","30.97","6.255000000000001"
"23","50","5","20","50","dry","2340","8","35.6","7.22","4","35.6","7.22","35.6","7.22","12","32.92","6.85","9","33.24","6.906666666666667","31.96","6.67"
"22","50","5","20","50","dry","2530","10","32.17","7","7","32.17","7","32.17","7","10","35.73","7.49","4","35.55","7.67","35.85","7.364999999999998"
"25","50","5","20","50","dry","2352","8","30.52","6.23","5","30.52","6.232","30.52","6.23","12","32.37","6.69","4","29.84","6.1575","33.64","6.9525"
"26","50","5","20","50","dry","2562","8","30.6","6.2","3","30.6","6.2","30.6","6.2","12","32.69","6.75","8","32.12","6.61875","33.84","7.0200000000000005"
"29","50","5","20","50","dry","2457","8","31.33","6.43","5","31.33","6.429999999999999","31.33","6.429999999999999","12","32.87","6.75","11","33.58","6.8963636363636365","25.05","5.17"
"27","50","5","20","50","dry","2530","10","35.78","7.32","6","35.78","7.319999999999999","35.78","7.320000000000001","10","33.5","6.95","2","33.87","7.225","33.41","6.87875"
"28","50","5","20","50","dry","2462","10","31.07","6.14","4","31.07","6.14","31.07","6.140000000000001","10","33.66","6.89","4","30.27","6.444999999999999","35.91","7.188333333333333"
"31","50","5","20","50","dry","2562","9","31.47","6.46","3","31.47","6.463333333333334","31.47","6.459999999999999","11","36","7.56","9","35.53","7.435555555555557","38.13","8.105"
"32","50","5","20","50","dry","2464","9","31.14","6.12","4","31.14","6.12","31.14","6.12","11","33.47","6.82","6","37.41","7.63","28.74","5.852"
"33","50","5","20","50","dry","2460","10","33.85","7.14","1","33.87","7.14","33.85","7.140000000000001","10","33.36","6.9","7","34.9","7.2857142857142865","29.78","6.003333333333333"
"30","50","5","20","50","dry","2339","9","31.88","6.52","5","31.88","6.522","31.88","6.52","11","30.98","6.45","6","30.56","6.420000000000001","31.49","6.477999999999999"
"34","50","5","20","50","dry","2562","7","32.42","7.05","3","32.42","7.05","32.42","7.05","13","32.15","6.8","6","35.31","7.551666666666666","29.45","6.152857142857144"
"35","50","5","20","50","dry","2460","8","31.53","6.46","6","31.53","6.459999999999999","31.53","6.46","12","32.89","6.81","8","32.21","6.67125","34.24","7.1"
"36","50","5","20","50","dry","2459","8","34.78","7.19","3","34.78","7.19","34.78","7.1899999999999995","12","33.54","6.93","4","33.53","7.092499999999999","33.54","6.84375"
"38","50","5","20","50","dry","2452","10","30.73","6.3","5","30.73","6.3","30.73","6.3","10","32.85","6.72","6","33.72","6.95","31.53","6.3774999999999995"
"37","50","5","20","50","dry","2562","9","35.55","7.27","4","35.55","7.27","35.55","7.27","11","34.37","7.08","8","35.67","7.3412500000000005","30.91","6.386666666666667"
"39","50","5","20","50","dry","2530","8","36.36","7.07","3","36.35","7.070000000000001","36.37","7.069999999999999","12","32.57","6.71","3","29.34","6.273333333333334","33.64","6.861111111111112"
"44","50","5","20","50","dry","2155","7","31.57","6.03","5","31.57","6.03","31.57","6.03","13","31.56","6.38","3","33.01","6.62","31.12","6.310999999999999"
"41","50","5","20","50","dry","2454","7","33.17","7.11","3","33.17","7.110000000000001","33.17","7.11","13","34.56","7.17","8","33.92","7.0725","35.59","7.328"
"42","50","5","20","50","dry","2462","9","32.15","6.64","5","32.15","6.672","32.15","6.59","11","34.62","7.06","4","35.55","7.34","34.1","6.8928571428571415"
"40","50","5","20","50","dry","2498","10","31.78","6.52","8","31.78","6.519999999999999","31.78","6.52","10","33.42","6.98","7","34.89","7.274285714285715","30.01","6.296666666666667"
"45","50","5","20","50","dry","2285","10","34.82","7.18","5","34.82","7.180000000000001","34.82","7.180000000000001","10","31.99","6.62","7","30.32","6.241428571428572","35.89","7.516666666666667"
"46","50","5","20","50","dry","2530","10","32.22","7","5","32.22","7","32.22","7","10","33.7","6.9","4","32.42","6.6","34.55","7.098333333333334"
"43","50","5","20","50","dry","2204","7","31.98","6.53","4","31.98","6.53","31.98","6.53","13","32.1","6.57","7","32.15","6.574285714285714","32.05","6.566666666666666"
"48","50","5","20","50","dry","2449","8","32.62","7.06","3","32.63","7.06","32.62","7.0600000000000005","12","32.27","6.72","6","31.95","6.6450000000000005","32.58","6.784999999999999"
"49","50","5","20","50","dry","2530","9","31.4","6.1","6","31.4","6.1","31.4","6.1","11","33.99","6.97","3","32.34","6.6","34.6","7.1137500000000005"
"47","50","5","20","50","dry","2562","10","31.2","6.4","3","31.2","6.4","31.2","6.4","10","31.39","6.58","2","39.44","8.32","29.37","6.14125"
"51","50","5","20","50","dry","2183","8","32.67","7.03","4","32.67","7.03","32.67","7.03","12","31.19","6.46","6","33.62","7.06","28.76","5.87"
"52","50","5","20","50","dry","2316","7","31.9","6.52","3","31.9","6.52","31.9","6.52","13","32.34","6.65","7","31.54","6.558571428571428","33.27","6.754999999999999"
